Owner,Team,League,Recipient,Amount,Election Year,Party,Desempenho
Stephen M. Ross,MIAMI DOLPHINS,NFL,TEXANS FOR SENATOR JOHN CORNYN INC.,"$5,600 ",2020,Republican,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,THOM TILLIS COMMITTEE,"$5,600 ",2020,Republican,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,FRIENDS OF MARK WARNER,"$5,600 ",2020,Democrat,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,NEAL VICTORY FUND,"$5,600 ",2020,Democrat,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,PETERS FOR MICHIGAN,"$5,600 ",2020,Democrat,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,RICHARD E NEAL FOR CONGRESS COMMITTEE,"$5,600 ",2020,Democrat,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,JEFF FLAKE FOR US SENATE INC,"$5,400 ",2016,Republican,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,KEVIN MCCARTHY FOR CONGRESS,"$5,400 ",2016,Republican,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,FRIENDS OF SCHUMER,"$5,400 ",2016,Democrat,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,CARLOS CURBELO CONGRESS,"$5,400 ",2018,Republican,0.438
Stephen M. Ross,MIAMI DOLPHINS,NFL,CORNYN MAJORITY COMMITTEE,"$5,400 ",2018,Republican,0.438
Stephen M. Ross,MIAMI DOLPHINS,NFL,HELLER FOR SENATE,"$5,400 ",2018,Republican,0.438
Stephen M. Ross,MIAMI DOLPHINS,NFL,JOHN CARTER FOR CONGRESS,"$5,400 ",2018,Republican,0.438
Stephen M. Ross,MIAMI DOLPHINS,NFL,LENA FOR CONGRESS,"$5,400 ",2018,Republican,0.438
Stephen M. Ross,MIAMI DOLPHINS,NFL,MCHENRY FOR CONGRESS,"$5,400 ",2018,Republican,0.438
Stephen M. Ross,MIAMI DOLPHINS,NFL,RICK SCOTT FOR FLORIDA,"$5,400 ",2018,Republican,0.438
Stephen M. Ross,MIAMI DOLPHINS,NFL,SENSENBRENNER COMMITTEE,"$5,400 ",2018,Republican,0.438
Stephen M. Ross,MIAMI DOLPHINS,NFL,TEAM GRAHAM INC,"$5,400 ",2018,Republican,0.438
Stephen M. Ross,MIAMI DOLPHINS,NFL,MAST VICTORY COMMITTEE,"$5,200 ",2016,Republican,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,E-PAC,"$5,000 ",2016,Republican,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,"JOBS, OPPORTUNITIES AND EDUCATION PAC (JOE-PAC)","$5,000 ",2016,Democrat,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,BLUEGRASS COMMITTEE,"$5,000 ",2018,Republican,0.438
Stephen M. Ross,MIAMI DOLPHINS,NFL,TEAM RYAN,"$5,000 ",2018,Republican,0.438
Stephen M. Ross,MIAMI DOLPHINS,NFL,WHAT A COUNTRY! PAC,"$5,000 ",2018,Republican,0.438
Stephen M. Ross,MIAMI DOLPHINS,NFL,FUND FOR AMERICA'S FUTURE,"$5,000 ",2020,Republican,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,HURD VICTORY FUND,"$5,000 ",2020,Republican,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,FORWARD TOGETHER PAC,"$5,000 ",2020,Democrat,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,HURD VICTORY FUND,"$3,550 ",2018,Republican,0.438
Stephen M. Ross,MIAMI DOLPHINS,NFL,MALONEY FOR CONGRESS,"$3,500 ",2016,Democrat,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,TEAM MCHENRY,"$3,500 ",2018,Republican,0.438
Stephen M. Ross,MIAMI DOLPHINS,NFL,FISCAL LEADERSHIP AND KNOWING ECONOMICS PAC,"$3,400 ",2016,Republican,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,SASSE LEADERSHIP COMMITTEE,"$2,800 ",2020,Republican,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,BILL FLORES FOR CONGRESS,"$2,700 ",2016,Republican,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,BRIAN MAST FOR CONGRESS,"$2,700 ",2016,Republican,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,CARLOS LOPEZ-CANTERA FOR SENATE,"$2,700 ",2016,Republican,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,"JEB 2016, INC.","$2,700 ",2016,Republican,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,"TROTT FOR CONGRESS, INC.","$2,700 ",2016,Republican,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,WYDEN FOR SENATE,"$2,700 ",2016,Democrat,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,COLLINS FOR CONGRESS,"$2,700 ",2018,Republican,0.438
Stephen M. Ross,MIAMI DOLPHINS,NFL,HUIZENGA FOR CONGRESS,"$2,700 ",2018,Republican,0.438
Stephen M. Ross,MIAMI DOLPHINS,NFL,RENACCI FOR US SENATE,"$2,700 ",2018,Republican,0.438
Stephen M. Ross,MIAMI DOLPHINS,NFL,"YODER FOR CONGRESS, INC","$2,700 ",2018,Republican,0.438
Stephen M. Ross,MIAMI DOLPHINS,NFL,MENENDEZ FOR SENATE,"$2,700 ",2018,Democrat,0.438
Stephen M. Ross,MIAMI DOLPHINS,NFL,MADISON PAC; THE,"$2,600 ",2020,Democrat,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,ELISE FOR CONGRESS,"$2,500 ",2016,Republican,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,FRIENDS OF MIKE LEE INC,"$2,500 ",2016,Republican,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,GRASSLEY HAWKEYE FUND,"$2,500 ",2016,Republican,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,BLUMENTHAL FOR CONNECTICUT,"$2,500 ",2016,Democrat,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,FRIENDS OF PAT TOOMEY,"$2,500 ",2018,Republican,0.438
Stephen M. Ross,MIAMI DOLPHINS,NFL,RAND PAUL FOR US SENATE,"$2,500 ",2018,Republican,0.438
Stephen M. Ross,MIAMI DOLPHINS,NFL,MIKE GALLAGHER FOR WISCONSIN,"$2,500 ",2020,Republican,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,PROMOTING OUR REPUBLICAN TEAM PAC,"$2,500 ",2020,Republican,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,RECLAIM AMERICA PAC,"$2,500 ",2020,Republican,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,ZELDIN FOR CONGRESS,"$1,000 ",2016,Republican,0.625
Stephen M. Ross,MIAMI DOLPHINS,NFL,NICOLE FOR NEW YORK,"$1,000 ",2020,Republican,0.625
Steve Ballmer,LA CLIPPERS,NBA,REPUBLICAN NATIONAL COMMITTEEE,"$10,000 ",2016,Republican,
Steve Ballmer,LA CLIPPERS,NBA,DCCC,"$10,000 ",2016,Democrat,
Steve Ballmer,LA CLIPPERS,NBA,DELBENE FOR CONGRESS,"$5,400 ",2016,Democrat,
Steve Ballmer,LA CLIPPERS,NBA,DELBENE FOR CONGRESS,"$5,400 ",2018,Democrat,
Steve Ballmer,LA CLIPPERS,NBA,FRIENDS OF MARIA,"$5,400 ",2018,Democrat,
Steve Ballmer,LA CLIPPERS,NBA,MARK KELLY FOR SENATE,"$5,400 ",2020,Democrat,
Steve Ballmer,LA CLIPPERS,NBA,DCCC,"$5,000 ",2018,Democrat,
Steve Ballmer,LA CLIPPERS,NBA,Wyden For Senate,"$2,700 ",2016,Democrat,
Steve Ballmer,LA CLIPPERS,NBA,MURRAY VICTORY FUND,"$2,000 ",2016,Democrat,
Steve Ballmer,LA CLIPPERS,NBA,WASHINGTON STATE DEMOCRATIC CENTRAL COMMITTEE,"$1,800 ",2016,Democrat,
Steve Tisch,NEW YORK GIANTS,NFL,HILLARY VICTORY FUND,"$100,000 ",2016,Democrat,0.688
Steve Tisch,NEW YORK GIANTS,NFL,RED TO BLUE VICTORY FUND,"$33,900 ",2018,Democrat,0.313
Steve Tisch,NEW YORK GIANTS,NFL,Gridiron-PAC,"$10,000 ",2016,Bipartisan,0.688
Steve Tisch,NEW YORK GIANTS,NFL,BOOKER SENATE VICTORY,"$10,000 ",2018,Democrat,0.313
Steve Tisch,NEW YORK GIANTS,NFL,CORY BOOKER FOR SENATE,"$5,600 ",2020,Democrat,0.375
Steve Tisch,NEW YORK GIANTS,NFL,FRIENDS OF SCHUMER,"$5,400 ",2016,Democrat,0.688
Steve Tisch,NEW YORK GIANTS,NFL,HILLARY FOR AMERICA,"$5,400 ",2016,Democrat,0.688
Steve Tisch,NEW YORK GIANTS,NFL,CORY BOOKER FOR SENATE,"$5,400 ",2018,Democrat,0.313
Steve Tisch,NEW YORK GIANTS,NFL,Gridiron-PAC,"$5,000 ",2018,Bipartisan,0.313
Steve Tisch,NEW YORK GIANTS,NFL,Gridiron-PAC,"$5,000 ",2020,Bipartisan,0.375
Steve Tisch,NEW YORK GIANTS,NFL,PURPOSE PAC,"$4,600 ",2018,Democrat,0.313
Steve Tisch,NEW YORK GIANTS,NFL,CORY 2020,"$2,800 ",2020,Democrat,0.375
Steve Tisch,NEW YORK GIANTS,NFL,JEFFRIES FOR CONGRESS,"$2,800 ",2020,Democrat,0.375
Steve Tisch,NEW YORK GIANTS,NFL,WIN THE ERA PAC,"$2,800 ",2020,Democrat,0.375
Steve Tisch,NEW YORK GIANTS,NFL,WRIGHT 2016,"$2,700 ",2016,Democrat,0.688
Steve Tisch,NEW YORK GIANTS,NFL,FEINSTEIN FOR SENATE 2024,"$2,700 ",2018,Democrat,0.313
Steve Tisch,NEW YORK GIANTS,NFL,ACTBLUE,$560 ,2020,Democrat,0.375
Stuart Sternberg,TAMPA BAY RAYS,MLB,Office of the Commissioner of Major League Baseball PAC,"$10,000 ",2018,Bipartisan,0.556
Stuart Sternberg,TAMPA BAY RAYS,MLB,Charlie Crist for Congress,"$5,600 ",2020,Democrat,
Stuart Sternberg,TAMPA BAY RAYS,MLB,Friends of Patrick Murphy,"$5,400 ",2016,Democrat,0.42
Stuart Sternberg,TAMPA BAY RAYS,MLB,Charlie Crist for Congress,"$5,400 ",2018,Democrat,0.556
Stuart Sternberg,TAMPA BAY RAYS,MLB,Office of the Commissioner of Major League Baseball PAC,"$5,000 ",2016,Bipartisan,0.42
Stuart Sternberg,TAMPA BAY RAYS,MLB,Office of the Commissioner of Major League Baseball PAC,"$5,000 ",2020,Bipartisan,
Stuart Sternberg,TAMPA BAY RAYS,MLB,Chris Christie for President Inc.,"$2,700 ",2016,Republican,0.42
Stuart Sternberg,TAMPA BAY RAYS,MLB,Charlie Crist for Congress,"$2,700 ",2016,Democrat,0.42
Stuart Sternberg,TAMPA BAY RAYS,MLB,Castor for Congress,"$2,500 ",2018,Democrat,0.556
Stuart Sternberg,TAMPA BAY RAYS,MLB,Hillary Victory Fund,"$1,800 ",2016,Democrat,0.42
Stuart Sternberg,TAMPA BAY RAYS,MLB,ACTBLUE,$36 ,2016,Democrat,0.42
Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA",Hillary Victory Fund,"$108,413 ",2016,Democrat,
Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA",VIRGINIA TOGETHER,"$10,400 ",2018,Democrat,
Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA",FRIENDS OF JOHN SARBANES,"$5,400 ",2016,Democrat,
Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA",KATHLEEN MATTHEWS FOR CONGRESS,"$5,400 ",2016,Democrat,
Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA",MAGGIE FOR NH,"$5,400 ",2016,Democrat,
Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA",Warner Victory Fund,"$5,400 ",2020,Democrat,
Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA",CONNOLLY FOR CONGRESS,"$5,000 ",2018,Democrat,
Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA",LUANN BENNETT FOR CONGRESS,"$2,700 ",2016,Democrat,
Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA",VAN HOLLEN FOR SENATE,"$2,700 ",2016,Democrat,
Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA","DAVID TRONE FOR CONGRESS, INC","$2,700 ",2018,Democrat,
Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA",DAS FOR CONGRESS,"$2,600 ",2018,Democrat,
Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA",ALEX T FOR CONGRESS,"$2,400 ",2018,Democrat,
Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA",THE NIKI TSONGAS COMMITTEE,"$2,000 ",2016,Democrat,
Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA",FRIENDS OF JOHN SARBANES,"$2,000 ",2018,Democrat,
Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA",FRIENDS OF JOHN DELANEY,"$1,000 ",2016,Democrat,
Terry Pegula,BUFFALO SABRES BUFFALO BILLS,"NHL, NFL",Toomey Victory Committee,"$29,600 ",2016,Republican,
Terry Pegula,BUFFALO SABRES BUFFALO BILLS,"NHL, NFL",TOOMEY PENNSYLVANIA VICTORY FUND,"$15,400 ",2016,Republican,
Terry Pegula,BUFFALO SABRES BUFFALO BILLS,"NHL, NFL",JACOBS FOR CONGRESS,"$5,600 ",2020,Republican,
Terry Pegula,BUFFALO SABRES BUFFALO BILLS,"NHL, NFL",HOUSLEY FOR SENATE COMMITTEE,"$5,400 ",2018,Republican,
Terry Pegula,BUFFALO SABRES BUFFALO BILLS,"NHL, NFL",CITIZENS FOR PROSPERITY IN AMERICA TODAY PAC,"$5,000 ",2016,Republican,
Terry Pegula,BUFFALO SABRES BUFFALO BILLS,"NHL, NFL",NATIONAL STRIPPER WELL ASSOCIATION PAC (NSWA PAC),"$5,000 ",2016,Bipartisan,
Terry Pegula,BUFFALO SABRES BUFFALO BILLS,"NHL, NFL",IPAA WILDCATTERS FUND,"$5,000 ",2018,Republican,
Thomas L. Williams,CINCINNATI REDS,MLB,WINRED,"$11,200 ",2020,Republican,
Thomas L. Williams,CINCINNATI REDS,MLB,SENATE MAJORITY FIREWALL 2020,"$8,400 ",2020,Republican,
Thomas L. Williams,CINCINNATI REDS,MLB,COLLINS FOR SENATOR,"$5,600 ",2020,Republican,
Thomas L. Williams,CINCINNATI REDS,MLB,PORTMAN FOR SENATE COMMITTEE,"$5,600 ",2020,Republican,
Thomas L. Williams,CINCINNATI REDS,MLB,STEVE CHABOT FOR CONGRESS,"$5,600 ",2020,Republican,
Thomas L. Williams,CINCINNATI REDS,MLB,PORTMAN FOR SENATE COMMITTEE,"$5,400 ",2016,Republican,0.42
Thomas L. Williams,CINCINNATI REDS,MLB,PORTMAN-OHIO VICTORY COMMITTEE,"$5,400 ",2016,Republican,0.42
Thomas L. Williams,CINCINNATI REDS,MLB,WENSTRUP FOR CONGRESS,"$5,400 ",2016,Republican,0.42
Thomas L. Williams,CINCINNATI REDS,MLB,MCCONNELL FOR MAJORITY LEADER COMMITTEE,"$5,400 ",2018,Republican,0.414
Thomas L. Williams,CINCINNATI REDS,MLB,OHIO GRASSROOTS VICTORY FUND,"$5,400 ",2018,Democrat,0.414
Thomas L. Williams,CINCINNATI REDS,MLB,TEAM JOSH,"$5,000 ",2016,Republican,0.42
Thomas L. Williams,CINCINNATI REDS,MLB,CITIZENS FOR JOSH MANDEL INC,"$5,000 ",2018,Republican,0.414
Thomas L. Williams,CINCINNATI REDS,MLB,OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,"$5,000 ",2018,Republican,0.414
Thomas L. Williams,CINCINNATI REDS,MLB,OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,"$5,000 ",2020,Republican,
Thomas L. Williams,CINCINNATI REDS,MLB,WENSTRUP FOR CONGRESS,"$4,200 ",2020,Republican,
Thomas L. Williams,CINCINNATI REDS,MLB,STEVE CHABOT FOR CONGRESS,"$3,000 ",2016,Republican,0.42
Thomas L. Williams,CINCINNATI REDS,MLB,JIM RENACCI FOR CONGRESS,"$2,000 ",2016,Republican,0.42
Thomas L. Williams,CINCINNATI REDS,MLB,BRAD WENSTRUP VICTORY FUND,"$1,500 ",2018,Republican,0.414
Thomas L. Williams,CINCINNATI REDS,MLB,STEVE CHABOT FOR CONGRESS,"$1,500 ",2018,Republican,0.414
Thomas L. Williams,CINCINNATI REDS,MLB,BRAD WENSTRUP VICTORY FUND,"$1,500 ",2020,Republican,
Thomas L. Williams,CINCINNATI REDS,MLB,FRIENDS OF DAVE JOYCE,"$1,000 ",2016,Republican,0.42
Thomas L. Williams,CINCINNATI REDS,MLB,REPUBLICAN PARTY OF KENTUCKY,"$1,000 ",2016,Republican,0.42
Thomas L. Williams,CINCINNATI REDS,MLB,RENACCI FOR OHIO VICTORY FUND,$500 ,2018,Republican,0.414
Thomas L. Williams,CINCINNATI REDS,MLB,WESTERN AND SOUTHERN LIFE INSURANCE CO POLITICAL ACTION COMMITTEE (WESTERN-SOUTHERN PAC),$500 ,2020,"Bipartisan, but mostly Republican",
Thomas L. Williams,CINCINNATI REDS,MLB,TEAM JOSH,$400 ,2018,Republican,0.414
Tilman J. Fertitta,HOUSTON ROCKETS,NBA,SCALISE LEADERSHIP FUND,"$110,000 ",2018,Republican,0.735
Tilman J. Fertitta,HOUSTON ROCKETS,NBA,SCALISE LEADERSHIP FUND,"$100,000 ",2020,Republican,0.611
Tilman J. Fertitta,HOUSTON ROCKETS,NBA,TRUMP VICTORY,"$70,000 ",2020,Republican,0.611
Tilman J. Fertitta,HOUSTON ROCKETS,NBA,CORNYN MAJORITY COMMITTEE,"$40,700 ",2020,Republican,0.611
Tilman J. Fertitta,HOUSTON ROCKETS,NBA,CORNYN MAJORITY COMMITTEE,"$38,900 ",2018,Republican,0.735
Tilman J. Fertitta,HOUSTON ROCKETS,NBA,TRUMP VICTORY,"$35,000 ",2018,Republican,0.735
Tilman J. Fertitta,HOUSTON ROCKETS,NBA,KEEP THE SENATE RED 2018,"$25,000 ",2018,Republican,0.735
Tilman J. Fertitta,HOUSTON ROCKETS,NBA,ARIZONA DEMOCRATIC PARTY,"$10,000 ",2020,Democrat,0.611
Tilman J. Fertitta,HOUSTON ROCKETS,NBA,PIERCE BUSH FOR CONGRESS,"$5,600 ",2020,Republican,0.611
Tilman J. Fertitta,HOUSTON ROCKETS,NBA,"DONALD J. TRUMP FOR PRESIDENT, INC.","$5,400 ",2018,Republican,0.735
Tilman J. Fertitta,HOUSTON ROCKETS,NBA,TED CRUZ FOR SENATE,"$5,400 ",2018,Republican,0.735
Tilman J. Fertitta,HOUSTON ROCKETS,NBA,MARK KELLY FOR SENATE,"$5,400 ",2020,Democrat,0.611
Tilman J. Fertitta,HOUSTON ROCKETS,NBA,HUNT FOR CONGRESS,"$2,800 ",2020,Republican,0.611
Tilman J. Fertitta,HOUSTON ROCKETS,NBA,KEVIN ROBERTS FOR CONGRESS,"$2,700 ",2018,Republican,0.735
Tilman J. Fertitta,HOUSTON ROCKETS,NBA,MIKE BRAUN FOR INDIANA,"$2,700 ",2018,Republican,0.735
Tilman J. Fertitta,HOUSTON ROCKETS,NBA,ADAM SMITH FOR CONGRESS COMMITTEE,"$2,700 ",2018,Democrat,0.735
Tilman J. Fertitta,HOUSTON ROCKETS,NBA,SHEILA JACKSON LEE FOR CONGRESS,"$1,000 ",2018,Democrat,0.735
Tilman J. Fertitta,HOUSTON ROCKETS,NBA,CHARLIE CRIST FOR CONGRESS,$500 ,2018,Democrat,0.735
Todd Boehly,LOS ANGELES DODGERS,MLB,NRCC,"$33,900 ",2018,Republican,0.564
Todd Boehly,LOS ANGELES DODGERS,MLB,DCCC,"$33,900 ",2018,Democrat,0.564
Todd Boehly,LOS ANGELES DODGERS,MLB,Big Sky Values PAC,"$25,000 ",2018,Democrat,0.564
Todd Boehly,LOS ANGELES DODGERS,MLB,Problem Solver Republicans,"$25,000 ",2020,Republican,
Todd Boehly,LOS ANGELES DODGERS,MLB,Problem Solver Democrats,"$25,000 ",2020,Democrat,
Todd Boehly,LOS ANGELES DODGERS,MLB,Service First Women's Victory Fund,"$19,600 ",2020,Democrat,
Todd Boehly,LOS ANGELES DODGERS,MLB,Mike Gallagher for Wisconsin,"$5,600 ",2020,Republican,
Todd Boehly,LOS ANGELES DODGERS,MLB,Bullock for President,"$5,600 ",2020,Democrat,
Todd Boehly,LOS ANGELES DODGERS,MLB,"Jeb 2016, Inc","$5,400 ",2016,Republican,0.562
Todd Boehly,LOS ANGELES DODGERS,MLB,Wyden for Senate,"$5,400 ",2016,Democrat,0.562
Todd Boehly,LOS ANGELES DODGERS,MLB,More Conservatives PAC (MCPAC),"$5,000 ",2016,Republican,0.562
Todd Boehly,LOS ANGELES DODGERS,MLB,Innovation Political Action Committee,"$2,800 ",2020,Republican,
Todd Boehly,LOS ANGELES DODGERS,MLB,Max Rose for Congress,"$2,800 ",2020,Democrat,
Todd Boehly,LOS ANGELES DODGERS,MLB,Bennet for Colorado,"$2,700 ",2016,Democrat,0.562
Todd Boehly,LOS ANGELES DODGERS,MLB,Catherine Cortez Masto for Senate,"$2,700 ",2016,Democrat,0.562
Todd Boehly,LOS ANGELES DODGERS,MLB,Evan Bayh Committee,"$2,700 ",2016,Democrat,0.562
Todd Boehly,LOS ANGELES DODGERS,MLB,Katie McGinty for Senate,"$2,700 ",2016,Democrat,0.562
Todd Boehly,LOS ANGELES DODGERS,MLB,Tammy for Illinois,"$2,700 ",2016,Democrat,0.562
Todd Boehly,LOS ANGELES DODGERS,MLB,George Holding for Congress Inc.,"$2,700 ",2018,Republican,0.564
Todd Boehly,LOS ANGELES DODGERS,MLB,Kevin McCarthy for Congress,"$2,700 ",2018,Republican,0.564
Todd Boehly,LOS ANGELES DODGERS,MLB,Kinzinger for Congress,"$2,700 ",2018,Republican,0.564
Todd Boehly,LOS ANGELES DODGERS,MLB,McHenry for Congress,"$2,700 ",2018,Republican,0.564
Todd Boehly,LOS ANGELES DODGERS,MLB,Mike Gallagher for Wisconsin,"$2,700 ",2018,Republican,0.564
Todd Boehly,LOS ANGELES DODGERS,MLB,Crowley for Congress,"$2,700 ",2018,Democrat,0.564
Todd Boehly,LOS ANGELES DODGERS,MLB,Joe Kennedy for Congress,"$2,700 ",2018,Democrat,0.564
Todd Boehly,LOS ANGELES DODGERS,MLB,Rosen for Nevada,"$2,700 ",2018,Democrat,0.564
Todd Boehly,LOS ANGELES DODGERS,MLB,Serve America PAC,"$2,700 ",2018,Democrat,0.564
Todd Boehly,LOS ANGELES DODGERS,MLB,Sinema for Arizona,"$2,700 ",2018,Democrat,0.564
Todd Ricketts,CHICAGO CUBS,MLB,Trump Victory,"$50,000 ",2020,Republican,
Todd Ricketts,CHICAGO CUBS,MLB,Illinois Republican Party,"$10,050 ",2016,Republican,0.64
Todd Ricketts,CHICAGO CUBS,MLB,Republican Party of Wisconsin,"$10,000 ",2016,Republican,0.64
Todd Ricketts,CHICAGO CUBS,MLB,Burgess for Utah,"$5,600 ",2020,Republican,
Todd Ricketts,CHICAGO CUBS,MLB,Mike Gallagher for Wisconsin,"$5,600 ",2020,Republican,
Todd Ricketts,CHICAGO CUBS,MLB,Winred,"$5,600 ",2020,Republican,
Todd Ricketts,CHICAGO CUBS,MLB,Dold for Congress,"$5,400 ",2016,Republican,0.64
Todd Ricketts,CHICAGO CUBS,MLB,Elise for Congress,"$5,400 ",2016,Republican,0.64
Todd Ricketts,CHICAGO CUBS,MLB,Friends of Kelly Ayotte Inc,"$5,400 ",2016,Republican,0.64
Todd Ricketts,CHICAGO CUBS,MLB,Joan McCarthy Lasonde for Congress,"$5,400 ",2016,Republican,0.64
Todd Ricketts,CHICAGO CUBS,MLB,Kirk Victory 2016,"$5,400 ",2016,Republican,0.64
Todd Ricketts,CHICAGO CUBS,MLB,Liz Cheney for Wyoming,"$5,400 ",2016,Republican,0.64
Todd Ricketts,CHICAGO CUBS,MLB,Mike Gallagher for Wisconsin,"$5,400 ",2016,Republican,0.64
Todd Ricketts,CHICAGO CUBS,MLB,Scott Walker Inc.,"$5,400 ",2016,Republican,0.64
Todd Ricketts,CHICAGO CUBS,MLB,Cathy McMorris Rodgers for Congress,"$5,400 ",2018,Republican,0.583
Todd Ricketts,CHICAGO CUBS,MLB,Mike Gallagher for Wisconsin,"$5,400 ",2018,Republican,0.583
Todd Ricketts,CHICAGO CUBS,MLB,Friends of Joe Heck,"$2,700 ",2016,Republican,0.64
Todd Ricketts,CHICAGO CUBS,MLB,Roskam for Congress Committee,"$2,700 ",2016,Republican,0.64
Todd Ricketts,CHICAGO CUBS,MLB,Duffy for Wisconsin,"$2,700 ",2018,Republican,0.583
Todd Ricketts,CHICAGO CUBS,MLB,Greg for Montana,"$2,700 ",2018,Republican,0.583
Todd Ricketts,CHICAGO CUBS,MLB,Handel for Congress,"$2,700 ",2018,Republican,0.583
Todd Ricketts,CHICAGO CUBS,MLB,Roskam for Congress Committee,"$2,700 ",2018,Republican,0.583
Todd Ricketts,CHICAGO CUBS,MLB,Upton for All of Us,"$2,700 ",2018,Republican,0.583
Todd Ricketts,CHICAGO CUBS,MLB,UNINTIMIDATED PAC INC,"$2,485 ",2016,Republican,0.64
Tom Gores,DETROIT PISTONS,NBA,Hillary Victory Fund,"$50,000 ",2016,Democrat,0.537
Tom Gores,DETROIT PISTONS,NBA,Republican National Committee,"$5,400 ",2016,Republican,0.537
Tom Gores,DETROIT PISTONS,NBA,Hillary For America,"$2,700 ",2016,Democrat,0.537
Tom Ricketts,CHICAGO CUBS,MLB,Office of the Commissioner of Major League Baseball Political Action Committee,"$10,000 ",2016,Bipartisan,0.64
Tom Stillman,SAINT LOUIS BLUES,NHL,JOSH HAWLEY FOR SENATE,"$5,000 ",2018,Republican,
Tom Stillman,SAINT LOUIS BLUES,NHL,LIZ CHENEY FOR WYOMING,"$1,000 ",2016,Republican,
Tom Stillman,SAINT LOUIS BLUES,NHL,BOB HUGIN FOR SENATE INC,"$1,000 ",2018,Republican,
Tom Werner,BOSTON RED SOX,MLB,UNITE THE COUNTRY,"$75,000 ",2020,Democrat,
Tom Werner,BOSTON RED SOX,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,"$10,000 ",2016,Bipartisan,0.574
